perfil_id,descripcion_visible,actividad_1_familia,alcance_perfil,particion_perfil,es_sintetico,ventana_id,periodo_desde,periodo_hasta,estado_modelo,estado_calculo_modelo,confianza_pct,particion_estado,ventana_recomendacion,periodo_desde_recomendacion,periodo_hasta_recomendacion,estado_trayectoria,estado_motor,recomendacion_id,decision,fuente_seleccion,revision_humana,guardas_aplicadas,transacciones_disponibles,regularidades_observadas,eventos_inusuales_observados,estado_coherente,ventana_coherente,periodo_coherente,particion_coherente,recorrido_completo
PERF_0160,Trabajo como barbero. También genero ingresos con ingeniero de software. En mi tiempo libre disfruto ciclismo y turismo y viajes. Quiero mejorar vivienda. Tengo como responsabilidad aporte hogar compartido.,peluqueria_y_barberia,dentro_del_mvp,test,si,VEN_0160_3,2026-04-01,2026-06-30,fragilidad_sostenida,calculado,99.85,test,VEN_0160_3,2026-04-01,2026-06-30,fragilidad_sostenida,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,modelo_restringido,no_requerida,proteccion_esencial_por_fragilidad | hobbies_no_eliminados_automaticamente,96,2,2,True,True,True,True,True
PERF_0161,Trabajo como ingeniero de software. En mi tiempo libre disfruto pintura. Quiero hacer certificacion profesional.,ingenieria_y_desarrollo_de_software,dentro_del_mvp,train,si,VEN_0161_3,2026-04-01,2026-06-30,situacion_critica,calculado,100.0,train,VEN_0161_3,2026-04-01,2026-06-30,situacion_critica,recomendacion_disponible,REC_PLAN_CONTENCION,aplicar,modelo_restringido,requerida,situacion_critica_con_revision_humana | hobbies_no_eliminados_automaticamente,98,2,2,True,True,True,True,True
PERF_0162,Trabajo como nutricionista dietista. Quiero ampliar actividad economica. Tengo como responsabilidad gastos de un hijo.,nutricion_y_dietetica,dentro_del_mvp,validation,si,VEN_0162_3,2026-04-01,2026-06-30,acumulacion_estable,calculado,98.85,validation,VEN_0162_3,2026-04-01,2026-06-30,acumulacion_estable,recomendacion_disponible,REC_MANTENER_ACUMULACION,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,100,1,2,True,True,True,True,True
PERF_0163,Trabajo como disc jockey. En mi tiempo libre disfruto manualidades y artesanias y cocina y reposteria. Tengo como responsabilidad apoyo mensual madre o padre.,musica_y_entretenimiento_dj,dentro_del_mvp,test,si,VEN_0163_3,2026-04-01,2026-06-30,equilibrio_sostenible,calculado,88.79,test,VEN_0163_3,2026-04-01,2026-06-30,equilibrio_sostenible,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,no_requerida,cobertura_esencial_menor_a_un_mes | hobbies_no_eliminados_automaticamente,91,2,1,True,True,True,True,True
PERF_0164,Trabajo como ciclista. En mi tiempo libre disfruto musica.,deporte_competitivo_ciclismo,dentro_del_mvp,test,si,VEN_0164_3,2026-04-01,2026-06-30,variable_resiliente,calculado,64.19,test,VEN_0164_3,2026-04-01,2026-06-30,variable_resiliente,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,no_requerida,cobertura_esencial_menor_a_un_mes | hobbies_no_eliminados_automaticamente,98,2,4,True,True,True,True,True
PERF_0165,Trabajo como repartidor de domicilios. En mi tiempo libre disfruto fotografia y video y musica. Quiero mejorar vivienda. Tengo como responsabilidad apoyo parcial a dos familiares.,domicilios_mensajeria_y_reparto,dentro_del_mvp,train,si,VEN_0165_3,2026-04-01,2026-06-30,uso_planificado_reserva,calculado,98.44,train,VEN_0165_3,2026-04-01,2026-06-30,uso_planificado_reserva,recomendacion_disponible,REC_VIGILAR_RESERVA,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,99,1,11,True,True,True,True,True
PERF_0166,Trabajo como vendedor de tienda. En mi tiempo libre disfruto videojuegos y streaming y jardineria y agricultura urbana. Tengo como responsabilidad aporte hogar compartido.,ventas_al_por_menor,dentro_del_mvp,train,si,VEN_0166_3,2026-04-01,2026-06-30,deterioro_reciente,calculado,93.33,train,VEN_0166_3,2026-04-01,2026-06-30,deterioro_reciente,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,requerida,cobertura_esencial_menor_a_un_mes | cambio_reciente_requiere_revision | hobbies_no_eliminados_automaticamente,99,2,5,True,True,True,True,True
PERF_0167,Trabajo como editor de video. En mi tiempo libre disfruto turismo y viajes. Quiero comprar equipo de trabajo. Tengo como responsabilidad medicamentos de un familiar.,diseno_audiovisual_y_edicion_de_video,dentro_del_mvp,train,si,VEN_0167_3,2026-04-01,2026-06-30,fragilidad_sostenida,calculado,96.79,train,VEN_0167_3,2026-04-01,2026-06-30,fragilidad_sostenida,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,modelo_restringido,no_requerida,proteccion_esencial_por_fragilidad | hobbies_no_eliminados_automaticamente,98,3,2,True,True,True,True,True
PERF_0168,Trabajo como docente de educación básica secundaria. En mi tiempo libre disfruto impresion 3d y musica. Quiero comprar bicicleta.,docencia_y_formacion,dentro_del_mvp,train,si,VEN_0168_3,2026-04-01,2026-06-30,situacion_critica,calculado,96.61,train,VEN_0168_3,2026-04-01,2026-06-30,situacion_critica,recomendacion_disponible,REC_PLAN_CONTENCION,aplicar,modelo_restringido,requerida,situacion_critica_con_revision_humana | hobbies_no_eliminados_automaticamente,99,1,3,True,True,True,True,True
PERF_0169,Trabajo como horticultor. En mi tiempo libre disfruto jardineria y agricultura urbana y videojuegos y streaming. Quiero comprar bicicleta. Tengo como responsabilidad apoyo parcial a dos familiares.,agricultura,dentro_del_mvp,train,si,VEN_0169_3,2026-04-01,2026-06-30,acumulacion_estable,calculado,89.48,train,VEN_0169_3,2026-04-01,2026-06-30,acumulacion_estable,recomendacion_disponible,REC_MANTENER_ACUMULACION,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,96,1,1,True,True,True,True,True
PERF_0170,Trabajo como barbero. También genero ingresos con editor de video. En mi tiempo libre disfruto ciclismo y fotografia y video.,peluqueria_y_barberia,dentro_del_mvp,validation,si,VEN_0170_3,2026-04-01,2026-06-30,equilibrio_sostenible,calculado,93.11,validation,VEN_0170_3,2026-04-01,2026-06-30,equilibrio_sostenible,recomendacion_disponible,REC_CREAR_MARGEN,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,95,1,1,True,True,True,True,True
PERF_0171,Trabajo como ingeniero de software. En mi tiempo libre disfruto pintura. Tengo como responsabilidad apoyo parcial a dos familiares.,ingenieria_y_desarrollo_de_software,dentro_del_mvp,test,si,VEN_0171_3,2026-04-01,2026-06-30,variable_resiliente,calculado,83.11,test,VEN_0171_3,2026-04-01,2026-06-30,variable_resiliente,recomendacion_disponible,REC_RESERVA_PICOS,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,93,2,3,True,True,True,True,True
PERF_0172,Trabajo como nutricionista dietista. También genero ingresos con ciclista. En mi tiempo libre disfruto cocina y reposteria y videojuegos y streaming.,nutricion_y_dietetica,dentro_del_mvp,train,si,VEN_0172_3,2026-04-01,2026-06-30,uso_planificado_reserva,calculado,87.05,train,VEN_0172_3,2026-04-01,2026-06-30,uso_planificado_reserva,recomendacion_disponible,REC_VIGILAR_RESERVA,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,98,2,4,True,True,True,True,True
PERF_0173,Trabajo como disc jockey. En mi tiempo libre disfruto manualidades y artesanias y pintura. Quiero hacer certificacion profesional.,musica_y_entretenimiento_dj,dentro_del_mvp,train,si,VEN_0173_3,2026-04-01,2026-06-30,deterioro_reciente,calculado,91.09,train,VEN_0173_3,2026-04-01,2026-06-30,deterioro_reciente,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,requerida,cobertura_esencial_menor_a_un_mes | cambio_reciente_requiere_revision | hobbies_no_eliminados_automaticamente,97,1,2,True,True,True,True,True
PERF_0174,Trabajo como ciclista.,deporte_competitivo_ciclismo,dentro_del_mvp,train,si,VEN_0174_3,2026-04-01,2026-06-30,fragilidad_sostenida,calculado,99.6,train,VEN_0174_3,2026-04-01,2026-06-30,fragilidad_sostenida,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,modelo_restringido,no_requerida,proteccion_esencial_por_fragilidad | hobbies_no_eliminados_automaticamente,97,2,2,True,True,True,True,True
PERF_0175,Trabajo como repartidor de domicilios. En mi tiempo libre disfruto fotografia y video. Quiero hacer viaje. Tengo como responsabilidad apoyo parcial a dos familiares.,domicilios_mensajeria_y_reparto,dentro_del_mvp,validation,si,VEN_0175_3,2026-04-01,2026-06-30,situacion_critica,calculado,100.0,validation,VEN_0175_3,2026-04-01,2026-06-30,situacion_critica,recomendacion_disponible,REC_PLAN_CONTENCION,aplicar,modelo_restringido,requerida,situacion_critica_con_revision_humana | hobbies_no_eliminados_automaticamente,94,2,2,True,True,True,True,True
PERF_0176,Trabajo como vendedor de tienda. También genero ingresos con ingeniero de software. En mi tiempo libre disfruto videojuegos y streaming. Quiero mejorar vivienda.,ventas_al_por_menor,dentro_del_mvp,train,si,VEN_0176_3,2026-04-01,2026-06-30,acumulacion_estable,calculado,96.63,train,VEN_0176_3,2026-04-01,2026-06-30,acumulacion_estable,recomendacion_disponible,REC_MANTENER_ACUMULACION,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,97,2,3,True,True,True,True,True
PERF_0177,Trabajo como editor de video. En mi tiempo libre disfruto turismo y viajes y jardineria y agricultura urbana. Quiero crear fondo emergencia. Tengo como responsabilidad ninguna declarada.,diseno_audiovisual_y_edicion_de_video,dentro_del_mvp,validation,si,VEN_0177_3,2026-04-01,2026-06-30,equilibrio_sostenible,calculado,98.31,validation,VEN_0177_3,2026-04-01,2026-06-30,equilibrio_sostenible,recomendacion_disponible,REC_CREAR_MARGEN,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,92,1,1,True,True,True,True,True
PERF_0178,Trabajo como docente de educación básica secundaria. En mi tiempo libre disfruto impresion 3d. Tengo como responsabilidad aporte hogar compartido.,docencia_y_formacion,dentro_del_mvp,validation,si,VEN_0178_3,2026-04-01,2026-06-30,variable_resiliente,calculado,83.74,validation,VEN_0178_3,2026-04-01,2026-06-30,variable_resiliente,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,no_requerida,cobertura_esencial_menor_a_un_mes | hobbies_no_eliminados_automaticamente,98,2,5,True,True,True,True,True
PERF_0179,Trabajo como horticultor. En mi tiempo libre disfruto jardineria y agricultura urbana. Quiero ampliar actividad economica. Tengo como responsabilidad apoyo mensual madre o padre.,agricultura,dentro_del_mvp,train,si,VEN_0179_3,2026-04-01,2026-06-30,uso_planificado_reserva,calculado,89.94,train,VEN_0179_3,2026-04-01,2026-06-30,uso_planificado_reserva,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,no_requerida,cobertura_esencial_menor_a_un_mes | hobbies_no_eliminados_automaticamente,97,3,5,True,True,True,True,True
PERF_0180,Trabajo como barbero. También genero ingresos con repartidor de domicilios. En mi tiempo libre disfruto ciclismo y pintura.,peluqueria_y_barberia,dentro_del_mvp,train,si,VEN_0180_3,2026-04-01,2026-06-30,deterioro_reciente,calculado,78.6,train,VEN_0180_3,2026-04-01,2026-06-30,deterioro_reciente,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,requerida,cobertura_esencial_menor_a_un_mes | cambio_reciente_requiere_revision | hobbies_no_eliminados_automaticamente,99,3,1,True,True,True,True,True
PERF_0181,Trabajo como ingeniero de software. En mi tiempo libre disfruto pintura y turismo y viajes. Quiero hacer viaje. Tengo como responsabilidad apoyo parcial a dos familiares.,ingenieria_y_desarrollo_de_software,dentro_del_mvp,train,si,VEN_0181_3,2026-04-01,2026-06-30,fragilidad_sostenida,calculado,99.1,train,VEN_0181_3,2026-04-01,2026-06-30,fragilidad_sostenida,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,modelo_restringido,no_requerida,proteccion_esencial_por_fragilidad | hobbies_no_eliminados_automaticamente,93,2,5,True,True,True,True,True
PERF_0182,Trabajo como nutricionista dietista. También genero ingresos con editor de video. Quiero comprar equipo de trabajo.,nutricion_y_dietetica,dentro_del_mvp,train,si,VEN_0182_3,2026-04-01,2026-06-30,situacion_critica,calculado,99.59,train,VEN_0182_3,2026-04-01,2026-06-30,situacion_critica,recomendacion_disponible,REC_PLAN_CONTENCION,aplicar,modelo_restringido,requerida,situacion_critica_con_revision_humana | hobbies_no_eliminados_automaticamente,92,4,5,True,True,True,True,True
PERF_0183,Trabajo como disc jockey. También genero ingresos con horticultor. En mi tiempo libre disfruto manualidades y artesanias y turismo y viajes. Quiero crear fondo emergencia. Tengo como responsabilidad medicamentos de un familiar.,musica_y_entretenimiento_dj,dentro_del_mvp,train,si,VEN_0183_3,2026-04-01,2026-06-30,acumulacion_estable,calculado,99.36,train,VEN_0183_3,2026-04-01,2026-06-30,acumulacion_estable,recomendacion_disponible,REC_MANTENER_ACUMULACION,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,98,3,2,True,True,True,True,True
PERF_0184,Trabajo como ciclista. En mi tiempo libre disfruto musica. Quiero ampliar actividad economica. Tengo como responsabilidad gastos de un hijo.,deporte_competitivo_ciclismo,dentro_del_mvp,test,si,VEN_0184_3,2026-04-01,2026-06-30,equilibrio_sostenible,calculado,93.4,test,VEN_0184_3,2026-04-01,2026-06-30,equilibrio_sostenible,recomendacion_disponible,REC_CREAR_MARGEN,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,98,2,4,True,True,True,True,True
PERF_0185,Trabajo como repartidor de domicilios. En mi tiempo libre disfruto fotografia y video y ciclismo. Quiero ampliar actividad economica. Tengo como responsabilidad medicamentos de un familiar.,domicilios_mensajeria_y_reparto,dentro_del_mvp,test,si,VEN_0185_3,2026-04-01,2026-06-30,variable_resiliente,calculado,56.36,test,VEN_0185_3,2026-04-01,2026-06-30,variable_resiliente,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,no_requerida,cobertura_esencial_menor_a_un_mes | hobbies_no_eliminados_automaticamente,92,4,0,True,True,True,True,True
PERF_0186,Trabajo como vendedor de tienda.,ventas_al_por_menor,dentro_del_mvp,test,si,VEN_0186_3,2026-04-01,2026-06-30,uso_planificado_reserva,calculado,96.44,test,VEN_0186_3,2026-04-01,2026-06-30,uso_planificado_reserva,recomendacion_disponible,REC_VIGILAR_RESERVA,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,100,3,7,True,True,True,True,True
PERF_0187,Trabajo como editor de video. En mi tiempo libre disfruto turismo y viajes. Tengo como responsabilidad apoyo parcial a dos familiares.,diseno_audiovisual_y_edicion_de_video,dentro_del_mvp,test,si,VEN_0187_3,2026-04-01,2026-06-30,deterioro_reciente,calculado,76.04,test,VEN_0187_3,2026-04-01,2026-06-30,deterioro_reciente,recomendacion_disponible,REC_REVISAR_CAMBIO_RECIENTE,solicitar_contexto,modelo_restringido,requerida,cambio_reciente_requiere_revision | hobbies_no_eliminados_automaticamente,94,1,2,True,True,True,True,True
PERF_0188,Trabajo como docente de educación básica secundaria. En mi tiempo libre disfruto impresion 3d y cocina y reposteria. Quiero mejorar vivienda.,docencia_y_formacion,dentro_del_mvp,validation,si,VEN_0188_3,2026-04-01,2026-06-30,fragilidad_sostenida,calculado,99.66,validation,VEN_0188_3,2026-04-01,2026-06-30,fragilidad_sostenida,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,modelo_restringido,no_requerida,proteccion_esencial_por_fragilidad | hobbies_no_eliminados_automaticamente,93,1,4,True,True,True,True,True
PERF_0189,Trabajo como horticultor. En mi tiempo libre disfruto jardineria y agricultura urbana y cocina y reposteria. Quiero mejorar vivienda. Tengo como responsabilidad ninguna declarada.,agricultura,dentro_del_mvp,validation,si,VEN_0189_3,2026-04-01,2026-06-30,situacion_critica,calculado,100.0,validation,VEN_0189_3,2026-04-01,2026-06-30,situacion_critica,recomendacion_disponible,REC_PLAN_CONTENCION,aplicar,modelo_restringido,requerida,situacion_critica_con_revision_humana | hobbies_no_eliminados_automaticamente,90,2,2,True,True,True,True,True
PERF_0190,Trabajo como barbero. En mi tiempo libre disfruto ciclismo y pintura. Quiero comprar equipo de trabajo. Tengo como responsabilidad aporte hogar compartido.,peluqueria_y_barberia,dentro_del_mvp,train,si,VEN_0190_3,2026-04-01,2026-06-30,acumulacion_estable,calculado,98.71,train,VEN_0190_3,2026-04-01,2026-06-30,acumulacion_estable,recomendacion_disponible,REC_MANTENER_ACUMULACION,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,96,2,5,True,True,True,True,True
PERF_0191,Trabajo como ingeniero de software. En mi tiempo libre disfruto pintura y manualidades y artesanias.,ingenieria_y_desarrollo_de_software,dentro_del_mvp,validation,si,VEN_0191_3,2026-04-01,2026-06-30,equilibrio_sostenible,calculado,96.2,validation,VEN_0191_3,2026-04-01,2026-06-30,equilibrio_sostenible,recomendacion_disponible,REC_CREAR_MARGEN,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,92,1,2,True,True,True,True,True
PERF_0192,Trabajo como nutricionista dietista. También genero ingresos con vendedor de tienda. En mi tiempo libre disfruto cocina y reposteria. Tengo como responsabilidad apoyo mensual madre o padre.,nutricion_y_dietetica,dentro_del_mvp,train,si,VEN_0192_3,2026-04-01,2026-06-30,variable_resiliente,calculado,74.66,train,VEN_0192_3,2026-04-01,2026-06-30,variable_resiliente,recomendacion_disponible,REC_RESERVA_PICOS,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,98,2,1,True,True,True,True,True
PERF_0193,Trabajo como disc jockey. También genero ingresos con horticultor. En mi tiempo libre disfruto manualidades y artesanias y turismo y viajes.,musica_y_entretenimiento_dj,dentro_del_mvp,train,si,VEN_0193_3,2026-04-01,2026-06-30,uso_planificado_reserva,calculado,97.36,train,VEN_0193_3,2026-04-01,2026-06-30,uso_planificado_reserva,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,no_requerida,cobertura_esencial_menor_a_un_mes | hobbies_no_eliminados_automaticamente,91,2,1,True,True,True,True,True
PERF_0194,Trabajo como ciclista. En mi tiempo libre disfruto musica y manualidades y artesanias. Quiero ampliar actividad economica. Tengo como responsabilidad gastos de un hijo.,deporte_competitivo_ciclismo,dentro_del_mvp,validation,si,VEN_0194_3,2026-04-01,2026-06-30,deterioro_reciente,calculado,92.59,validation,VEN_0194_3,2026-04-01,2026-06-30,deterioro_reciente,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,requerida,cobertura_esencial_menor_a_un_mes | cambio_reciente_requiere_revision | hobbies_no_eliminados_automaticamente,100,3,6,True,True,True,True,True
PERF_0195,Trabajo como repartidor de domicilios. En mi tiempo libre disfruto fotografia y video y impresion 3d. Tengo como responsabilidad apoyo mensual madre o padre.,domicilios_mensajeria_y_reparto,dentro_del_mvp,validation,si,VEN_0195_3,2026-04-01,2026-06-30,fragilidad_sostenida,calculado,99.59,validation,VEN_0195_3,2026-04-01,2026-06-30,fragilidad_sostenida,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,modelo_restringido,no_requerida,proteccion_esencial_por_fragilidad | hobbies_no_eliminados_automaticamente,91,2,0,True,True,True,True,True
PERF_0196,Trabajo como vendedor de tienda. En mi tiempo libre disfruto videojuegos y streaming.,ventas_al_por_menor,dentro_del_mvp,validation,si,VEN_0196_3,2026-04-01,2026-06-30,situacion_critica,calculado,100.0,validation,VEN_0196_3,2026-04-01,2026-06-30,situacion_critica,recomendacion_disponible,REC_PLAN_CONTENCION,aplicar,modelo_restringido,requerida,situacion_critica_con_revision_humana | hobbies_no_eliminados_automaticamente,100,3,0,True,True,True,True,True
PERF_0197,Trabajo como editor de video. También genero ingresos con nutricionista dietista. En mi tiempo libre disfruto turismo y viajes. Quiero comprar equipo de trabajo. Tengo como responsabilidad ninguna declarada.,diseno_audiovisual_y_edicion_de_video,dentro_del_mvp,validation,si,VEN_0197_3,2026-04-01,2026-06-30,acumulacion_estable,calculado,96.71,validation,VEN_0197_3,2026-04-01,2026-06-30,acumulacion_estable,recomendacion_disponible,REC_MANTENER_ACUMULACION,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,96,1,2,True,True,True,True,True
PERF_0198,Trabajo como docente de educación básica secundaria. Tengo como responsabilidad apoyo mensual madre o padre.,docencia_y_formacion,dentro_del_mvp,train,si,VEN_0198_3,2026-04-01,2026-06-30,equilibrio_sostenible,calculado,97.67,train,VEN_0198_3,2026-04-01,2026-06-30,equilibrio_sostenible,recomendacion_disponible,REC_CREAR_MARGEN,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,96,1,4,True,True,True,True,True
PERF_0199,Trabajo como horticultor. En mi tiempo libre disfruto jardineria y agricultura urbana y ciclismo. Quiero comprar bicicleta. Tengo como responsabilidad aporte hogar compartido.,agricultura,dentro_del_mvp,validation,si,VEN_0199_3,2026-04-01,2026-06-30,variable_resiliente,calculado,91.46,validation,VEN_0199_3,2026-04-01,2026-06-30,variable_resiliente,recomendacion_disponible,REC_RESERVA_PICOS,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,92,2,5,True,True,True,True,True
PERF_0200,Trabajo como barbero. También genero ingresos con disc jockey. Quiero hacer viaje.,peluqueria_y_barberia,dentro_del_mvp,train,si,VEN_0200_3,2026-04-01,2026-06-30,uso_planificado_reserva,calculado,99.23,train,VEN_0200_3,2026-04-01,2026-06-30,uso_planificado_reserva,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,no_requerida,cobertura_esencial_menor_a_un_mes | hobbies_no_eliminados_automaticamente,92,2,3,True,True,True,True,True
